,,,,,,,,Hintergrund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hintergrund,Anzahl Streifen,Zusätzliches Element?,Zusätzlich andere,Signatur,Clustergröße,Rechtwinklig?,Rahmen?,Gösch?,Dreieck von links?,Dreiecksflächen,Hintergrundtyp,W-Streifen,3W,5W,S-Streifen,S-Anordnung,Kreuzausrichtung,Kreuzarme,Diagonal Richtung,Diagonal Anzahl Streifen,SW Streifen,Spezial,Zusatzelemente,Spezial ganz zum Schluss fragen,Durchgehende waagerechte Streifen,3W,5W,Durchgehende senkrechte Streifen,Senkrechter Streifen wo?,Kreuz teilt die Flagge in Flächen ein,Die Arme des Kreuzes sehen wie aus?,Diagonale Linie steigend,Diagonale Linie fallend,Dreiecksform,Dreiecksflächen,Gösch,,,,All flags in a pocket!
../images/pictures/flags96/Afghanistan.jpg,,Afghanistan,2,,,,1|0|0|0|x|1|x|x|x|3|0|x|x|x|x|x|x,20,1,0,0,0,x,1,x,x,x,3,0,x,x,x,x,x,x,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,,10,
../images/pictures/flags96/Albania.jpg,,Albania,6,,,,1|0|0|0|x|4|x|x|x|x|x|x|x|x|x|x|x,22,1,0,0,0,x,4,x,x,x,x,x,x,x,x,x,x,x,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Algeria.jpg,,Algeria,2,,,,1|0|0|0|x|1|x|x|x|2|0|x|x|x|x|x|x,2,1,0,0,0,x,1,x,x,x,2,0,x,x,x,x,x,x,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Andorra.jpg,,Andorra,2,,,,1|0|0|0|x|1|x|x|x|3|0|x|x|x|x|x|x,20,1,0,0,0,x,1,x,x,x,3,0,x,x,x,x,x,x,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Angola.jpg,,Angola,1,2,3,Speziell,1|0|0|0|x|0|2|x|x|x|x|x|x|x|x|x|x,12,1,0,0,0,x,0,2,x,x,x,x,x,x,x,x,x,x,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Antigua_and_Barbuda.jpg,,Antigua_and_Barbuda,8,,,,1|0|0|0|x|7|x|x|x|x|x|x|x|x|x|x|0,1,1,0,0,0,x,7,x,x,x,x,x,x,x,x,x,x,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Argentina.jpg,,Argentina,1,3,3,Sonne,1|0|0|0|x|0|3|0|x|x|x|x|x|x|x|x|x,36,1,0,0,0,x,0,3,0,x,x,x,x,x,x,x,x,x,1,0,3,1,0,0,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Armenia.jpg,,Armenia,1,3,1,,1|0|0|0|x|0|3|0|x|x|x|x|x|x|x|x|x,36,1,0,0,0,x,0,3,0,x,x,x,x,x,x,x,x,x,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,,,
../images/pictures/flags96/Australia.jpg,,Australia,6,,,,1|0|1|0|x|4|x|x|x|x|x|x|x|x|x|x|x,10,1,0,1,0,x,4,x,x,x,x,x,x,x,x,x,x,x,1,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,
../images/pictures/flags96/Austria.jpg,,Austria,1,3,1,,1|0|0|0|x|0|3|0|x|x|x|x|x|x|x|x|x,36,1,0,0,0,x,0,3,0,x,x,x,x,x,x,x,x,x,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,,,
